序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
196,WT_ZL_260312_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-12,13:33:49,2026-03-12,2026-03-12,2026-03-12,180.00
197,WT_ZL_260312_00003,正常订单,雪镜,2026-03-12,12:59:22,2026-03-12,2026-03-12,2026-03-12,60.00
198,WT_ZL_260312_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-12,12:12:47,2026-03-12,2026-03-12,2026-03-13,180.00
199,WT_ZL_260312_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-12,12:12:47,2026-03-12,2026-03-13,2026-03-13,360.00
200,WT_ZL_260312_00001,正常订单,中级双板套餐,2026-03-12,10:54:37,2026-03-12,2026-03-14,2026-03-14,580.00
201,QJ_ZL_260311_00001,正常订单,高级双板套餐,2026-03-11,20:11:08,2026-03-11,2026-03-11,2026-03-12,150.00
202,QJ_ZL_260311_00001,正常订单,高级双板套餐,2026-03-11,20:11:08,2026-03-12,2026-03-12,2026-03-12,150.00
203,WT_ZL_260311_00006,正常订单,【双板鞋】全品牌,2026-03-11,18:21:28,2026-03-11,2026-03-11,2026-03-12,110.00
204,WT_ZL_260311_00005,正常订单,高级双板套餐,2026-03-11,16:49:42,2026-03-12,2026-03-12,2026-03-12,270.00
205,WT_ZL_260311_00004,正常订单,中级双板套餐,2026-03-11,14:03:41,2026-03-11,2026-03-14,2026-03-14,720.00
206,WT_ZL_260311_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-11,12:36:17,2026-03-11,2026-03-11,2026-03-11,180.00
207,WT_ZL_260311_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-11,09:14:46,2026-03-11,2026-03-11,2026-03-11,180.00
208,WT_ZL_260311_00001,正常订单,高级双板套餐,2026-03-11,09:02:08,2026-03-11,2026-03-14,2026-03-14,1080.00
209,QJ_ZL_260310_00001,正常订单,【旗】单板-鞋-盔-镜-服-龟-手套,2026-03-10,21:58:16,2026-03-11,2026-03-11,2026-03-11,158.00
210,WT_ZL_260310_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-10,14:57:36,2026-03-10,2026-03-12,2026-03-12,540.00
211,WT_ZL_260310_00006,正常订单,中级双板套餐,2026-03-10,13:32:47,2026-03-10,2026-03-10,2026-03-10,360.00
212,WT_ZL_260310_00006,正常订单,【中级】全能板+青少全能,2026-03-10,13:32:47,2026-03-10,2026-03-10,2026-03-10,260.00
213,WT_ZL_260310_00004,正常订单,【其他】普通单板,2026-03-10,10:54:29,2026-03-10,2026-03-10,2026-03-10,150.00
214,WT_ZL_260310_00003,正常订单,头盔,2026-03-10,09:42:59,2026-03-10,2026-03-10,2026-03-10,60.00
215,WT_ZL_260310_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-10,09:29:03,2026-03-10,2026-03-10,2026-03-10,180.00
216,WT_ZL_260310_00001,正常订单,【其他】普通单板,2026-03-10,09:12:18,2026-03-10,2026-03-10,2026-03-10,180.00
217,QJ_ZL_260309_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-09,22:00:37,2026-03-09,2026-03-09,2026-03-12,150.00
218,QJ_ZL_260309_00001,正常订单,【旗】双板-鞋-杖-盔-镜-服-手套,2026-03-09,20:26:28,2026-03-10,2026-03-10,2026-03-10,158.00
219,WT_ZL_260309_00002,正常订单,中级双板套餐,2026-03-09,09:36:41,2026-03-09,2026-03-09,2026-03-09,200.00
220,WT_ZL_260309_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-09,08:16:30,2026-03-09,2026-03-09,2026-03-09,180.00
221,QJ_ZL_260308_00003,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,20:37:08,2026-03-09,2026-03-10,2026-03-10,300.00
222,WT_ZL_260308_00025,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,18:32:16,2026-03-08,2026-03-08,2026-03-09,180.00
223,WT_ZL_260308_00024,正常订单,【单板鞋】其他,2026-03-08,18:24:28,2026-03-08,2026-03-09,2026-03-09,220.00
224,NS_ZL_260308_00001,正常订单,【其他】普通单板,2026-03-08,17:55:39,2026-03-08,2026-03-08,2026-03-08,100.00
225,NS_ZL_260308_00001,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2026-03-08,17:55:39,2026-03-08,2026-03-08,2026-03-08,100.00
226,QJ_ZL_260308_00002,正常订单,【中级】全能板+青少全能,2026-03-08,16:35:18,2026-03-09,2026-03-09,2026-03-09,120.00
227,WT_ZL_260308_00022,正常订单,头盔,2026-03-08,12:44:02,2026-03-08,2026-03-09,2026-03-09,120.00
228,WT_ZL_260308_00021,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,12:28:55,2026-03-08,2026-03-10,2026-03-10,540.00
229,QJ_ZL_260308_00001,正常订单,【其他】普通单板,2026-03-08,12:26:47,2026-03-08,2026-03-08,2026-03-08,158.00
230,WT_ZL_260308_00019,正常订单,StockLi,2026-03-08,11:50:30,2026-03-08,2026-03-09,2026-03-09,520.00
231,WT_ZL_260308_00018,正常订单,高级双板套餐,2026-03-08,10:40:33,2026-03-08,2026-03-08,2026-03-08,300.00
232,WT_ZL_260308_00016,正常订单,小乌龟套装,2026-03-08,09:42:29,2026-03-08,2026-03-08,2026-03-08,50.00
233,WT_ZL_260308_00017,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,09:42:19,2026-03-08,2026-03-08,2026-03-08,180.00
234,WT_ZL_260308_00014,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,09:39:50,2026-03-08,2026-03-08,2026-03-08,220.00
235,WT_ZL_260308_00015,正常订单,中级双板套餐,2026-03-08,09:39:01,2026-03-08,2026-03-08,2026-03-08,180.00
236,WT_ZL_260308_00015,正常订单,头盔,2026-03-08,09:39:01,2026-03-08,2026-03-08,2026-03-08,60.00
237,WT_ZL_260308_00015,正常订单,雪镜,2026-03-08,09:39:01,2026-03-08,2026-03-08,2026-03-08,60.00
238,WT_ZL_260308_00013,正常订单,【其他】雪杖,2026-03-08,09:29:04,2026-03-08,2026-03-08,2026-03-08,50.00
239,WT_ZL_260308_00012,正常订单,高级双板套餐,2026-03-08,09:17:37,2026-03-08,2026-03-08,2026-03-08,300.00
240,WT_ZL_260308_00011,正常订单,【其他】普通单板,2026-03-08,09:13:43,2026-03-08,2026-03-08,2026-03-08,180.00
241,WT_ZL_260308_00010,正常订单,中级双板套餐,2026-03-08,08:59:45,2026-03-08,2026-03-08,2026-03-08,200.00
242,WT_ZL_260308_00009,正常订单,【双板鞋】全品牌,2026-03-08,08:56:25,2026-03-08,2026-03-08,2026-03-08,120.00
243,WT_ZL_260308_00008,正常订单,【单板鞋】其他,2026-03-08,08:29:49,2026-03-08,2026-03-08,2026-03-08,120.00
244,WT_ZL_260308_00007,正常订单,【其他】雪杖,2026-03-08,08:27:41,2026-03-08,2026-03-08,2026-03-08,50.00
245,WT_ZL_260308_00006,正常订单,【单板鞋】其他,2026-03-08,08:24:52,2026-03-08,2026-03-08,2026-03-08,120.00
246,WT_ZL_260308_00005,正常订单,中级双板套餐,2026-03-08,08:21:53,2026-03-08,2026-03-08,2026-03-08,180.00
247,WT_ZL_260308_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,08:04:42,2026-03-08,2026-03-08,2026-03-08,180.00
248,WT_ZL_260308_00003,正常订单,高级双板套餐,2026-03-08,08:01:32,2026-03-08,2026-03-08,2026-03-08,300.00
249,WT_ZL_260308_00003,正常订单,头盔,2026-03-08,08:01:32,2026-03-08,2026-03-08,2026-03-08,60.00
250,WT_ZL_260308_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-08,07:49:49,2026-03-08,2026-03-08,2026-03-08,220.00
251,QJ_ZL_260307_00001,正常订单,【双板鞋】全品牌,2026-03-07,21:02:38,2026-03-08,2026-03-08,2026-03-08,70.00
252,WT_ZL_260307_00073,正常订单,【中级】全能板+青少全能,2026-03-07,20:54:50,2026-03-08,2026-03-08,2026-03-08,130.00
253,WT_ZL_260307_00072,正常订单,高级双板套餐,2026-03-07,20:19:52,2026-03-08,2026-03-08,2026-03-08,270.00
254,WT_ZL_260307_00072,正常订单,高级双板套餐,2026-03-07,20:19:52,2026-03-08,2026-03-08,2026-03-08,270.00
255,WT_ZL_260307_00072,正常订单,高级双板套餐,2026-03-07,20:19:52,2026-03-08,2026-03-08,2026-03-08,270.00
256,WT_ZL_260307_00071,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,19:48:21,2026-03-07,2026-03-07,2026-03-08,180.00
257,WT_ZL_260307_00070,正常订单,中级双板套餐,2026-03-07,19:46:44,2026-03-07,2026-03-07,2026-03-07,200.00
258,WT_ZL_260307_00069,正常订单,StockLi,2026-03-07,19:23:54,2026-03-08,2026-03-08,2026-03-08,260.00
259,WT_ZL_260307_00068,正常订单,【FIS】双板,2026-03-07,18:32:48,2026-03-07,2026-03-09,2026-03-10,450.00
260,WT_ZL_260307_00067,正常订单,中级双板套餐,2026-03-07,18:11:47,2026-03-07,2026-03-07,2026-03-07,180.00
261,WT_ZL_260307_00067,正常订单,中级双板套餐,2026-03-07,18:11:47,2026-03-07,2026-03-07,2026-03-07,180.00
262,WT_ZL_260307_00066,正常订单,头盔,2026-03-07,18:04:41,2026-03-07,2026-03-08,2026-03-08,120.00
263,WT_ZL_260307_00065,正常订单,普通单板套餐,2026-03-07,17:50:24,2026-03-07,2026-03-08,2026-03-08,400.00
264,WT_ZL_260307_00065,正常订单,普通单板套餐,2026-03-07,17:50:24,2026-03-07,2026-03-08,2026-03-08,400.00
265,WT_ZL_260307_00064,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,17:42:02,2026-03-07,2026-03-08,2026-03-08,360.00
266,WT_ZL_260307_00064,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,17:42:02,2026-03-07,2026-03-08,2026-03-08,360.00
267,WT_ZL_260307_00063,正常订单,普通单板套餐,2026-03-07,17:24:41,2026-03-07,2026-03-07,2026-03-07,200.00
268,WT_ZL_260307_00062,正常订单,普通单板套餐,2026-03-07,17:19:17,2026-03-08,2026-03-09,2026-03-09,400.00
269,WT_ZL_260307_00058,正常订单,【高级】BurtonStepOn,2026-03-07,13:32:23,2026-03-07,2026-03-08,2026-03-08,520.00
270,WT_ZL_260307_00055,正常订单,【其他】普通单板,2026-03-07,12:57:13,2026-03-07,2026-03-07,2026-03-07,150.00
271,WT_ZL_260307_00054,正常订单,【单板鞋】其他,2026-03-07,12:51:55,2026-03-07,2026-03-07,2026-03-07,120.00
272,WT_ZL_260307_00053,正常订单,【单板鞋】其他,2026-03-07,12:45:16,2026-03-07,2026-03-08,2026-03-08,220.00
273,WT_ZL_260307_00052,正常订单,【双板鞋】全品牌,2026-03-07,12:27:37,2026-03-07,2026-03-07,2026-03-07,110.00
274,WT_ZL_260307_00050,正常订单,FIS套餐,2026-03-07,12:15:58,2026-03-07,2026-03-07,2026-03-07,320.00
275,WT_ZL_260307_00049,正常订单,头盔,2026-03-07,11:54:51,2026-03-07,2026-03-08,2026-03-08,120.00
276,WT_ZL_260307_00048,正常订单,手套,2026-03-07,11:48:02,2026-03-07,2026-03-08,2026-03-08,80.00
277,WT_ZL_260307_00047,正常订单,BurtonStepOn套餐,2026-03-07,11:44:42,2026-03-08,2026-03-08,2026-03-08,320.00
278,WT_ZL_260307_00046,正常订单,【其他】普通单板,2026-03-07,11:29:21,2026-03-07,2026-03-08,2026-03-08,330.00
279,WT_ZL_260307_00045,正常订单,【其他】普通单板,2026-03-07,11:26:04,2026-03-07,2026-03-07,2026-03-07,180.00
280,WT_ZL_260307_00044,正常订单,【单板鞋】其他,2026-03-07,11:25:48,2026-03-07,2026-03-07,2026-03-07,120.00
281,WT_ZL_260307_00043,正常订单,【单板鞋】其他,2026-03-07,11:08:10,2026-03-07,2026-03-07,2026-03-07,120.00
282,WT_ZL_260307_00042,正常订单,中级双板套餐,2026-03-07,10:53:00,2026-03-07,2026-03-08,2026-03-08,360.00
283,WT_ZL_260307_00041,正常订单,【中级】全能板+青少全能,2026-03-07,10:45:01,2026-03-07,2026-03-08,2026-03-08,280.00
284,WT_ZL_260307_00040,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,10:07:15,2026-03-07,2026-03-08,2026-03-08,360.00
285,WT_ZL_260307_00039,正常订单,【单板鞋】其他,2026-03-07,10:06:11,2026-03-07,2026-03-07,2026-03-07,120.00
286,WT_ZL_260307_00038,正常订单,Nandn/Swagli/Trake雪服套装,2026-03-07,10:05:29,2026-03-07,2026-03-07,2026-03-07,120.00
287,WT_ZL_260307_00037,正常订单,【单板鞋】其他,2026-03-07,10:02:40,2026-03-07,2026-03-07,2026-03-07,120.00
288,WT_ZL_260307_00037,正常订单,【单板鞋】其他,2026-03-07,10:02:40,2026-03-07,2026-03-07,2026-03-07,120.00
289,WT_ZL_260307_00035,正常订单,普通单板套餐,2026-03-07,09:56:15,2026-03-07,2026-03-07,2026-03-07,230.00
290,WT_ZL_260307_00034,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,09:51:41,2026-03-07,2026-03-07,2026-03-07,220.00
291,WT_ZL_260307_00033,正常订单,【单板鞋】其他,2026-03-07,09:49:53,2026-03-07,2026-03-07,2026-03-07,120.00
292,WT_ZL_260307_00032,正常订单,【高级】BurtonStepOn,2026-03-07,09:48:42,2026-03-07,2026-03-07,2026-03-07,260.00
293,WT_ZL_260307_00031,正常订单,【其他】普通单板,2026-03-07,09:46:33,2026-03-07,2026-03-07,2026-03-07,180.00
294,WT_ZL_260307_00031,正常订单,【其他】普通单板,2026-03-07,09:46:33,2026-03-07,2026-03-07,2026-03-07,180.00
295,WT_ZL_260307_00030,正常订单,普通单板套餐,2026-03-07,09:45:32,2026-03-07,2026-03-07,2026-03-07,230.00
296,WT_ZL_260307_00029,正常订单,头盔,2026-03-07,09:44:01,2026-03-07,2026-03-08,2026-03-08,120.00
297,WT_ZL_260307_00027,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,09:42:02,2026-03-07,2026-03-07,2026-03-07,180.00
298,WT_ZL_260307_00026,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,09:28:13,2026-03-07,2026-03-07,2026-03-07,220.00
299,WT_ZL_260307_00025,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,09:26:33,2026-03-07,2026-03-07,2026-03-07,220.00
300,WT_ZL_260307_00023,正常订单,中级双板套餐,2026-03-07,09:24:49,2026-03-07,2026-03-07,2026-03-07,200.00
301,WT_ZL_260307_00022,正常订单,普通单板套餐,2026-03-07,09:22:35,2026-03-07,2026-03-07,2026-03-07,230.00
302,WT_ZL_260307_00021,正常订单,高级双板套餐,2026-03-07,09:22:11,2026-03-07,2026-03-07,2026-03-07,300.00
303,WT_ZL_260307_00021,正常订单,【其他】普通单板,2026-03-07,09:22:11,2026-03-07,2026-03-07,2026-03-07,180.00
304,WT_ZL_260307_00020,正常订单,【中级】全能板+青少全能,2026-03-07,09:14:53,2026-03-07,2026-03-07,2026-03-07,150.00
305,WT_ZL_260307_00019,正常订单,【单板鞋】其他,2026-03-07,09:13:14,2026-03-07,2026-03-08,2026-03-08,220.00
306,WT_ZL_260307_00019,正常订单,头盔,2026-03-07,09:13:14,2026-03-07,2026-03-08,2026-03-08,120.00
307,WT_ZL_260307_00018,正常订单,【FIS】双板,2026-03-07,09:08:04,2026-03-07,2026-03-07,2026-03-07,260.00
308,WT_ZL_260307_00016,正常订单,雪镜,2026-03-07,09:06:20,2026-03-07,2026-03-07,2026-03-07,60.00
309,WT_ZL_260307_00017,正常订单,【其他】普通单板,2026-03-07,09:04:24,2026-03-07,2026-03-07,2026-03-07,180.00
310,WT_ZL_260307_00015,正常订单,【双板鞋】全品牌,2026-03-07,08:53:18,2026-03-07,2026-03-08,2026-03-08,220.00
311,WT_ZL_260307_00014,正常订单,【成人中端】雪服Awka小树/nobaday,2026-03-07,08:49:12,2026-03-07,2026-03-07,2026-03-07,100.00
312,WT_ZL_260307_00013,正常订单,【中级】全能板+青少全能,2026-03-07,08:47:14,2026-03-07,2026-03-07,2026-03-07,150.00
313,WT_ZL_260307_00012,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,08:44:10,2026-03-07,2026-03-08,2026-03-08,360.00
314,WT_ZL_260307_00011,正常订单,【中级】全能板+青少全能,2026-03-07,08:34:49,2026-03-07,2026-03-07,2026-03-07,130.00
315,WT_ZL_260307_00011,正常订单,【中级】全能板+青少全能,2026-03-07,08:34:49,2026-03-07,2026-03-07,2026-03-07,130.00
316,WT_ZL_260307_00010,正常订单,普通单板套餐,2026-03-07,08:31:57,2026-03-07,2026-03-07,2026-03-07,200.00
317,WT_ZL_260307_00009,正常订单,头盔,2026-03-07,08:29:54,2026-03-07,2026-03-07,2026-03-07,60.00
318,WT_ZL_260307_00007,正常订单,小乌龟套装,2026-03-07,08:27:30,2026-03-07,2026-03-07,2026-03-07,50.00
319,WT_ZL_260307_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-07,08:17:39,2026-03-07,2026-03-07,2026-03-07,180.00
320,WT_ZL_260307_00004,正常订单,中级双板套餐,2026-03-07,08:14:32,2026-03-07,2026-03-07,2026-03-07,200.00
321,WT_ZL_260307_00003,正常订单,内穿护具套装,2026-03-07,08:01:25,2026-03-07,2026-03-07,2026-03-07,50.00
322,WT_ZL_260307_00003,正常订单,内穿护具套装,2026-03-07,08:01:25,2026-03-07,2026-03-07,2026-03-07,50.00
323,WT_ZL_260307_00001,正常订单,手套,2026-03-07,07:40:58,2026-03-07,2026-03-07,2026-03-07,50.00
324,QJ_ZL_260306_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-06,22:43:36,2026-03-07,2026-03-08,2026-03-08,300.00
325,QJ_ZL_260306_00004,正常订单,【高级】BurtonStepOn,2026-03-06,20:59:46,2026-03-06,2026-03-06,2026-03-07,150.00
326,QJ_ZL_260306_00002,正常订单,高级双板套餐,2026-03-06,19:47:30,2026-03-07,2026-03-08,2026-03-08,300.00
327,WT_ZL_260306_00023,正常订单,手套,2026-03-06,19:13:57,2026-03-06,2026-03-06,2026-03-06,40.00
328,WT_ZL_260306_00022,正常订单,【中级】全能板+青少全能,2026-03-06,19:05:35,2026-03-06,2026-03-06,2026-03-06,130.00
329,WT_ZL_260306_00021,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-06,18:29:11,2026-03-06,2026-03-07,2026-03-07,360.00
330,WT_ZL_260306_00020,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-06,18:05:53,2026-03-06,2026-03-08,2026-03-08,540.00
331,WT_ZL_260306_00019,正常订单,【其他】雪杖,2026-03-06,18:04:06,2026-03-06,2026-03-09,2026-03-09,160.00
332,QJ_ZL_260306_00001,正常订单,【中级】全能板+青少全能,2026-03-06,16:44:13,2026-03-07,2026-03-08,2026-03-08,120.00
333,WT_ZL_260306_00018,正常订单,【FIS】双板,2026-03-06,15:03:59,2026-03-06,2026-03-08,2026-03-08,780.00
334,WT_ZL_260306_00018,正常订单,StockLi,2026-03-06,15:03:59,2026-03-07,2026-03-08,2026-03-08,520.00
335,WT_ZL_260306_00017,正常订单,【其他】普通单板,2026-03-06,14:51:40,2026-03-06,2026-03-06,2026-03-06,150.00
336,WT_ZL_260306_00016,正常订单,【其他】普通单板,2026-03-06,14:41:48,2026-03-06,2026-03-08,2026-03-08,300.00
337,WT_ZL_260306_00015,正常订单,【其他】雪杖,2026-03-06,13:04:06,2026-03-06,2026-03-06,2026-03-06,50.00
338,WT_ZL_260306_00014,正常订单,StockLi,2026-03-06,12:39:19,2026-03-06,2026-03-07,2026-03-07,520.00
339,WT_ZL_260306_00013,正常订单,头盔,2026-03-06,11:00:18,2026-03-06,2026-03-06,2026-03-06,60.00
340,WT_ZL_260306_00012,正常订单,内穿护具套装,2026-03-06,10:44:28,2026-03-06,2026-03-06,2026-03-06,60.00
341,WT_ZL_260306_00011,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-06,10:08:55,2026-03-06,2026-03-07,2026-03-07,360.00
342,WT_ZL_260306_00010,正常订单,【高级】BurtonStepOn,2026-03-06,10:08:36,2026-03-06,2026-03-06,2026-03-06,300.00
343,WT_ZL_260306_00008,正常订单,头盔,2026-03-06,09:40:30,2026-03-06,2026-03-06,2026-03-06,70.00
344,WT_ZL_260306_00007,正常订单,【其他】普通单板,2026-03-06,09:33:24,2026-03-06,2026-03-06,2026-03-06,180.00
345,WT_ZL_260306_00006,正常订单,雪镜,2026-03-06,09:18:28,2026-03-06,2026-03-06,2026-03-06,50.00
346,WT_ZL_260306_00005,正常订单,【高级】BurtonStepOn,2026-03-06,09:01:57,2026-03-06,2026-03-06,2026-03-06,300.00
347,WT_ZL_260306_00004,正常订单,【其他】普通单板,2026-03-06,08:28:07,2026-03-06,2026-03-07,2026-03-07,300.00
348,WT_ZL_260306_00003,正常订单,【单板鞋】其他,2026-03-06,08:23:12,2026-03-06,2026-03-07,2026-03-07,220.00
349,WT_ZL_260306_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-06,08:15:21,2026-03-06,2026-03-06,2026-03-06,220.00
350,WT_ZL_260306_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-06,08:07:57,2026-03-06,2026-03-06,2026-03-06,180.00
351,WT_ZL_260305_00022,正常订单,BurtonStepOn套餐,2026-03-05,18:38:58,2026-03-05,2026-03-05,2026-03-06,320.00
352,WT_ZL_260305_00022,正常订单,Nandn/Swagli/Trake雪服套装,2026-03-05,18:38:58,2026-03-05,2026-03-05,2026-03-06,100.00
353,WT_ZL_260305_00022,正常订单,头盔,2026-03-05,18:38:58,2026-03-05,2026-03-05,2026-03-06,60.00
354,WT_ZL_260305_00022,正常订单,雪镜,2026-03-05,18:38:58,2026-03-05,2026-03-05,2026-03-06,60.00
355,WT_ZL_260305_00022,正常订单,手套,2026-03-05,18:38:58,2026-03-05,2026-03-05,2026-03-06,40.00
356,WT_ZL_260305_00022,正常订单,小乌龟套装,2026-03-05,18:38:58,2026-03-05,2026-03-05,2026-03-06,50.00
357,WT_ZL_260305_00021,正常订单,【单板鞋】其他,2026-03-05,18:18:25,2026-03-05,2026-03-06,2026-03-06,230.00
358,WT_ZL_260305_00020,正常订单,【双板鞋】全品牌,2026-03-05,17:59:08,2026-03-05,2026-03-05,2026-03-05,110.00
359,WT_ZL_260305_00019,正常订单,高级双板套餐,2026-03-05,17:11:44,2026-03-05,2026-03-08,2026-03-08,1080.00
360,WT_ZL_260305_00019,正常订单,【成人中端】雪裤Awka小树/nobaday,2026-03-05,17:11:44,2026-03-05,2026-03-08,2026-03-08,320.00
361,WT_ZL_260305_00019,正常订单,头盔,2026-03-05,17:11:44,2026-03-05,2026-03-08,2026-03-08,240.00
362,WT_ZL_260305_00019,正常订单,雪镜,2026-03-05,17:11:44,2026-03-05,2026-03-08,2026-03-08,240.00
363,WT_ZL_260305_00018,正常订单,【其他】普通单板,2026-03-05,15:18:22,2026-03-05,2026-03-06,2026-03-06,300.00
364,WT_ZL_260305_00017,正常订单,【其他】普通单板,2026-03-05,15:12:28,2026-03-05,2026-03-06,2026-03-06,300.00
365,WT_ZL_260305_00016,正常订单,【其他】普通单板,2026-03-05,15:09:52,2026-03-05,2026-03-05,2026-03-06,150.00
366,WT_ZL_260305_00014,正常订单,【其他】普通单板,2026-03-05,15:05:21,2026-03-05,2026-03-06,2026-03-06,300.00
367,QJ_ZL_260305_00001,正常订单,BurtonStepOn套餐,2026-03-05,14:40:59,2026-03-06,2026-03-07,2026-03-07,400.00
368,WT_ZL_260305_00013,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-05,13:44:43,2026-03-05,2026-03-05,2026-03-05,180.00
369,WT_ZL_260305_00011,正常订单,【其他】普通单板,2026-03-05,13:11:26,2026-03-05,2026-03-05,2026-03-05,180.00
370,WT_ZL_260305_00010,正常订单,【单板鞋】其他,2026-03-05,13:09:53,2026-03-05,2026-03-05,2026-03-05,120.00
371,WT_ZL_260305_00009,正常订单,中级双板套餐,2026-03-05,12:56:55,2026-03-05,2026-03-05,2026-03-05,200.00
372,WT_ZL_260305_00009,正常订单,普通单板套餐,2026-03-05,12:56:55,2026-03-05,2026-03-05,2026-03-05,230.00
373,WT_ZL_260305_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-05,12:10:33,2026-03-05,2026-03-08,2026-03-08,720.00
374,WT_ZL_260305_00006,正常订单,中级双板套餐,2026-03-05,09:39:25,2026-03-05,2026-03-06,2026-03-06,360.00
375,WT_ZL_260305_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-05,09:35:04,2026-03-05,2026-03-05,2026-03-05,220.00
376,WT_ZL_260305_00004,正常订单,【双板鞋】全品牌,2026-03-05,09:29:10,2026-03-05,2026-03-05,2026-03-05,120.00
377,WT_ZL_260305_00003,正常订单,普通单板套餐,2026-03-05,08:37:50,2026-03-05,2026-03-05,2026-03-05,230.00
378,WT_ZL_260305_00003,正常订单,普通单板套餐,2026-03-05,08:37:50,2026-03-05,2026-03-05,2026-03-05,230.00
379,WT_ZL_260305_00002,正常订单,小乌龟套装,2026-03-05,08:11:17,2026-03-05,2026-03-05,2026-03-05,60.00
380,WT_ZL_260304_00006,正常订单,【其他】普通单板,2026-03-04,18:26:43,2026-03-04,2026-03-05,2026-03-05,300.00
381,WT_ZL_260304_00006,正常订单,【其他】普通单板,2026-03-04,18:26:43,2026-03-04,2026-03-05,2026-03-05,300.00
382,WT_ZL_260304_00005,正常订单,普通单板套餐,2026-03-04,17:42:34,2026-03-04,2026-03-04,2026-03-04,200.00
383,WT_ZL_260304_00005,正常订单,头盔,2026-03-04,17:42:34,2026-03-04,2026-03-04,2026-03-04,60.00
384,WT_ZL_260304_00004,正常订单,BurtonStepOn套餐,2026-03-04,17:38:33,2026-03-05,2026-03-06,2026-03-07,640.00
385,QJ_ZL_260304_00001,正常订单,【中级】全能板+青少全能,2026-03-04,12:24:06,2026-03-04,2026-03-04,2026-03-04,1412.00
386,WT_ZL_260304_00003,正常订单,中级双板套餐,2026-03-04,10:39:29,2026-03-04,2026-03-04,2026-03-04,180.00
387,WT_ZL_260304_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-04,09:41:38,2026-03-04,2026-03-04,2026-03-04,180.00
388,WT_ZL_260304_00001,正常订单,普通单板套餐,2026-03-04,08:06:06,2026-03-04,2026-03-04,2026-03-04,200.00
389,QJ_ZL_260303_00001,正常订单,高级双板套餐,2026-03-03,20:37:54,2026-03-04,2026-03-04,2026-03-04,180.00
390,WT_ZL_260303_00009,正常订单,【其他】普通单板,2026-03-03,13:57:20,2026-03-03,2026-03-03,2026-03-03,180.00
391,WT_ZL_260303_00008,正常订单,【高级】BurtonStepOn,2026-03-03,13:51:55,2026-03-03,2026-03-04,2026-03-05,520.00
392,WT_ZL_260303_00007,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-03,10:30:50,2026-03-03,2026-03-05,2026-03-08,540.00
393,WT_ZL_260303_00006,正常订单,雪镜,2026-03-03,10:13:15,2026-03-03,2026-03-03,2026-03-03,60.00
394,WT_ZL_260303_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2026-03-03,09:47:41,2026-03-03,2026-03-03,2026-03-03,180.00
395,WT_ZL_260303_00004,正常订单,【其他】普通单板,2026-03-03,09:33:12,2026-03-03,2026-03-04,2026-03-04,300.00
396,WT_ZL_260303_00003,正常订单,中级双板套餐,2026-03-03,09:30:48,2026-03-03,2026-03-04,2026-03-04,360.00
